Instrument,AV,tangible_repro,intangible_repro,EPV,FranchiseValue,FranchiseShare,AV_over_EV,ROIC,CompanyMoat(v3.2),CoreMoat(v3.2),MoatGap
IDA.N,7048806000.0,13796016293.18044,0.0,2789818423.86502,-4258987576.13498,-1.5266181984111247,0.8888133528143135,0.027705016944791983,7.55,8.05,0.5
IBE.MC,126520044325.45897,286122209014.6956,1371199828.538774,106388047487.26593,-20131996838.19304,-0.18923175407089532,0.5719770292528654,0.05128494467480144,8.45,8.7,0.25
4375.T,203721173.23517928,505113.9822148483,94150315.31213157,74611773.37119159,-129109399.86398768,-1.7304159119991942,1.1303870786315688,0.05038996074435962,6.65,7.2,0.55
VST.N,25348000000.0,35140597384.47643,0.0,39613694632.791245,14265694632.791245,0.36012027570340416,0.33011826750529455,0.09735872954901317,7.25,8.5,1.25
CGAS5.SA,1487045280.262915,0.0,0.0,3754914280.9705033,2267869000.707588,0.603973574630159,0.3189448580068884,0.2268386034852948,7.95,8.3,0.35
IAM.SN,3159979862.13031,7556563968.24849,0.0,2431932255.4576354,-728047606.6726747,-0.29937001947271447,1.3534536880711676,0.05328137150560025,8.85,9.0,0.15
HYSG.BR,306523529.5590943,8547799.814560952,92967906.2121959,252395392.0645194,-54128137.494574904,-0.21445770880293338,2.1601685508337356,0.08627664929609784,6.45,7.15,0.7
VRSN.OQ,1121838843.5366068,1279813159.113727,1034169421.7683034,8153119478.62752,7031280635.090913,0.8624037282321962,0.04283802774472378,6.346781169230495,9.45,9.45,0.0
HUBS.N,9402916089.940235,602866217.3550519,4520233044.970118,8575666229.785121,-827249860.1551142,-0.09646479212097815,1.3081513277677166,0.12294401060977171,5.95,6.45,0.5
CWCO.OQ,102964452.0,228155266.2409529,0.0,215832525.55508655,112868073.55508655,0.5229428385031775,0.28062619040909664,0.14673294030502934,7.45,7.9,0.45
PAR.N,1828075366.9508102,75536320.18219304,351582683.4754052,109435938.8952347,-1718639428.0555754,-15.70452490658361,1.9281664436369792,0.005188319460300283,6.2,7.1,0.9
VIA.N,1406749819.4466403,54301415.67175965,574963909.7233201,-850131082.367432,-2256880901.814072,2.6547446018902696,1.5362647123949853,-0.07154386131103735,6.35,7.05,0.7
ADEA.OQ,2296905700.5573435,44554323.62385497,767321850.2786717,1562162627.3413208,-734743073.2160227,-0.47033712134472083,0.6040140550307241,0.06873479124048783,5.6,6.05,0.45
PEG.N,41241000000.0,0.0,0.0,29588060132.76197,-11652939867.23803,-0.3938392653979731,0.6417890229505558,0.04935778876255719,8.1,9.25,1.15
VERX.OQ,1847721957.464882,557214643.8481421,782612478.732441,1281773353.9690113,-565948603.4958706,-0.44153562854416556,1.0213637129042907,0.08304216927556611,7.5,8.3,0.8
ACOx.TO,14821480617.89566,32256471357.54629,0.0,8724296814.598475,-6097183803.297186,-0.6988739531528423,2.89199471827716,0.04120376315740849,7.55,8.35,0.8
UTL.N,1510837000.0,2815838179.059813,0.0,762083097.4596866,-748753902.5403134,-0.9825095255834901,0.8216665834670676,0.03530878368889435,7.25,7.4,0.15
FE.N,41738000000.0,79011566724.59004,0.0,22472969924.299156,-19265030075.700844,-0.8572534088994757,0.7715561701479171,0.0376900640831123,6.95,7.55,0.6
DDOG.OQ,10013357606.79564,818859026.0871346,4886269303.39782,12128378474.19602,2115020867.4003792,0.1743861202798243,0.13244842005965415,0.16558842815932812,7.55,8.35,0.8
307950.KS,1506348981.447136,603341635.2091064,329082497.6100168,2332855343.1446567,826506361.6975207,0.3542895894193772,0.16120270770069983,0.14663739923185398,6.2,7.1,0.9
ACPP.WA,4597245724.9132395,0.0,1058688150.813527,6935604575.882939,2338358850.9697,0.3371528502505514,1.0268184963535092,0.13253661708456344,6.35,8.25,1.9
SHOP.OQ,23711557917.351364,421204918.5252131,8008278958.675684,15719367850.243986,-7992190067.107378,-0.5084294828677433,0.16980003903657723,0.07007171893288945,7.0,7.35,0.35
117580.KS,269653539.0462482,973831291.3464763,63434.9194072965,51254275.697171964,-218399263.34907624,-4.26109354543326,1.6214508728317454,0.01406882650190388,7.1,8.0,0.9
PNW.N,17823441000.0,-165391000.0,0.0,11524866619.650911,-6298574380.349089,-0.5465203709698007,0.7701763919305022,0.04526290200503729,8.25,8.35,0.1
EXOD.A,570243350.4208,1382634.286608852,163996675.2104,901362470.7204429,331119120.2996429,0.3673540124595884,3.6784189064509967,0.15531295835899006,4.4,4.75,0.35
ACSO.L,654765738.197647,0.0,243989869.0988235,204016299.28421164,-450749438.91343534,-2.209379547099342,5.31811695417816,0.036256243290095705,6.5,7.2,0.7
TA.TO,4059163383.516649,18937392109.68489,0.0,-290777937.3185541,-4349941320.835203,14.959667713956371,0.5635650842776471,-0.0050144460050447,5.95,6.4,0.45
EXC.OQ,80014000000.0,123067898396.654,0.0,40195986899.99241,-39818013100.00759,-0.9905967279538324,0.8232920650841629,0.03516533460393767,8.15,8.4,0.25
DEHr.AT,15282471841.4902,23817968833.2386,0.0,21398400030.506382,6115928189.016182,0.285812405614302,0.6483631760154098,0.08118003490830025,6.85,8.7,1.85
POR.N,8990000000.0,0.0,0.0,6989933273.64535,-2000066726.3546495,-0.2861353103177173,0.8359581194964495,0.050886146827935796,7.75,7.75,0.0
U.N,12914408314.257153,342348827.2171255,4619380657.128576,-62221221.877752066,-12976629536.134905,208.55632764059962,1.072185023110036,-0.0005250718516531564,6.25,7.7,1.45
EVRG.OQ,25851500000.0,59486205462.19801,0.0,9935421783.375517,-15916078216.624483,-1.6019529481129953,0.7456326336357223,0.026902869266243204,7.85,8.2,0.35
PLUZENC1.LM,1879106048.890742,4567761634.810493,0.0,2179944495.175721,300838446.2849791,0.13800280096614528,0.989398743507193,0.06717927176362949,8.4,8.4,0.0
GBANm.BA,256791835.28601,2674808424.730145,0.0,181446883.72379586,-75344951.56221414,-0.41524522227070365,1.5649880621680163,0.049461392908069904,6.5,6.65,0.15
CEG.OQ,21298000000.0,75089100805.84428,0.0,18203559258.09095,-3094440741.90905,-0.16999097253651982,0.20839077470628145,0.05831346921442887,7.9,8.8,0.9
FIG.N,5954911519.367589,0.0,3057894259.683795,2086179952.4343557,-3868731566.9332333,-1.8544572640623953,0.8054257541719864,0.05040791392673449,6.85,7.8,0.95
D.N,81068000000.0,0.0,0.0,50015367098.01823,-31052632901.981773,-0.6208618411442627,0.7439983642592268,0.04318690108133019,7.3,8.1,0.8
FTS.TO,43636694841.15421,65367890368.59101,0.0,24161220755.9175,-19475474085.236713,-0.8060633310701751,0.8067663554319503,0.038758330782631974,7.8,7.95,0.15
ABSP.WA,164453541.0473864,57177127.19926373,27944523.93459111,544227362.638639,379773821.59125257,0.6978219907024745,0.20659608930929926,0.27907251982648634,6.8,7.35,0.55
DAST.PA,28797649020.305798,2866399180.458947,9706894463.055649,27451935506.77294,-1345713513.532856,-0.04902071524978053,1.1208035571703936,0.10497182214483836,8.1,9.05,0.95
FTNT.OQ,11111740898.828102,2492222248.606956,6230220449.414051,25803400346.569626,14691659447.741524,0.5693691238524954,0.1053385204345135,0.37001545788396406,8.05,8.55,0.5
VERB.VI,16368376596.117682,59596696096.92297,60067113.69840331,20933869256.509148,4565492660.391466,0.21809119969409757,1.1935100008571076,0.08002635388092727,8.25,8.6,0.35
SWX.N,6911008000.0,0.0,0.0,3315899212.133161,-3595108787.866839,-1.0842032757545905,0.738112154783737,0.03358597542490492,6.45,7.05,0.6
ACIW.OQ,5246649023.244375,251961608.6537212,1553212511.6221876,4917689287.143116,-328959736.10125923,-0.06689315182260432,0.9962508287218783,0.08732386194438603,7.35,8.25,0.9
FROG.OQ,1923155286.3078537,38047235.76527438,870061143.1539267,741722489.69251,-1181432796.6153436,-1.5928232095336907,0.21583600589875498,0.049302880104316237,7.15,7.95,0.8
AC5.MI,824828454.8904403,0.0,70288.4249835557,620121158.602925,-204707296.2875154,-0.330108549672296,1.1946650065319089,0.05638358752659315,6.85,7.35,0.5
071320.KS,4452388582.650948,11624987121.29709,31861728.55256994,-242140630.99300158,-4694529213.6439495,19.387614521330097,1.2864251905499426,-0.0040534550031902945,6.9,7.95,1.05
CEGR3.SA,470844805.5504834,0.0,0.0,1043241881.9454746,572397076.3949912,0.5486714886556938,0.22242597996471297,0.2162857096023158,7.6,7.75,0.15
FORTUM.HE,12570607699.597837,24590450229.44612,143871201.1959569,13230845391.131224,660237691.5333862,0.04990139874024607,0.5425096128048831,0.07015072295132418,6.6,7.1,0.5
ACE.MI,9556348730.958504,0.0,0.0,5030349917.475589,-4525998813.482915,-0.8997383656670597,0.8314196904544778,0.04474300331885636,7.85,8.65,0.8
NN.OQ,217732438.49181256,46535155.72003702,91258219.24590626,-1539493970.410717,-1757226408.9025295,1.1414311732794409,0.09250612001335426,-0.8520675484006858,4.95,6.25,1.3
PLTR.OQ,9362035749.492584,0.0,4525533874.746292,-495115096.66339785,-9857150846.155983,19.908806886689078,0.037343533741021756,-0.007165934732167536,7.3,8.2,0.9
4058.T,43024156.548801124,0.0,22616451.08001818,158992043.34874365,115967886.79994252,0.7293942788418091,0.42810181988023294,0.5765180816532378,6.55,7.2,0.65
ROEL.BX,3016103090.405901,314484123.2135016,0.0,4395632997.346257,1379529906.9403563,0.31384101169802153,0.6853696983294866,0.08934559985775922,7.1,8.25,1.15
TRMB.OQ,15555160632.411064,1004110995.188544,4290080316.205534,10705439802.624174,-4849720829.78689,-0.45301462800230785,1.2081056313179943,0.06340454882865758,6.85,7.8,0.95
ADSK.OQ,24070360011.66294,1060668154.088545,10569180005.831469,27938791364.915237,3868431353.2522964,0.13846094137451365,0.5664789730871899,0.14485514560203985,8.3,8.7,0.4
S.N,4250084232.9931087,164296710.770597,1720803616.4965546,-4387307057.727353,-8637391290.720463,1.9687227670804228,0.9315166350000367,-0.1214224677316793,6.6,7.2,0.6
NTSK.OQ,3493780244.03162,342435059.4216996,1868237622.01581,-386211087.16936743,-3879991331.2009873,10.046297116010736,0.952150213736438,-0.015194130871069748,6.35,7.05,0.7
NCNO.OQ,2706335570.9143534,137506871.4121983,730669785.4571766,202625265.92429253,-2503710304.990061,-12.356357898257018,1.7214946133731326,0.007179234827624602,6.4,7.1,0.7
DSG.TO,2420171874.7607775,57935964.61608043,578792937.3803887,3629616872.7296023,1209444997.9688249,0.33321560935418476,0.4166822699251084,0.13797984539376004,7.3,8.35,1.05
CRM.N,162011899642.539,9668908692.160858,48730449821.269485,120685165097.74463,-41326734544.79437,-0.34243425454423715,1.1716984136913968,0.07294483000443665,6.55,7.65,1.1
RBRK.N,3963245535.4074993,229198693.4661848,2513930767.7037497,-4284775069.4770813,-8248020604.884581,1.924959996999604,0.2783086527628949,-0.20153740396200265,6.65,7.0,0.35
CRWD.OQ,11763694458.351765,1990035672.828129,5887871729.175882,12041716409.139053,278021950.78728867,0.02308823271874133,0.06969063938056716,0.1434556805899347,8.0,8.7,0.7
DOCU.OQ,10388511982.615383,994250798.6850501,4668608991.307692,5683392089.766437,-4705119892.848947,-0.827871774203477,1.4177169674477088,0.06955318068999215,6.4,7.15,0.75
OKTA.OQ,13574759126.983677,202847481.8653352,4389379563.4918375,-1362524135.176214,-14937283262.159891,10.962949482159496,0.7228088266388174,-0.009321212137406741,6.35,7.05,0.7
MDB.OQ,7568761889.323702,115783738.2676283,3486836444.661851,1334713559.0655324,-6234048330.258169,-4.670701281121912,0.35143905557579785,0.02288869564160476,6.95,7.35,0.4
PD.N,2114553829.5420856,84108709.69061024,958998914.7710426,-290793108.00245917,-2405346937.5445447,8.271677943358284,3.3402954220859318,-0.01687075344479161,6.2,7.0,0.8
GTLB.OQ,2932675691.579854,17492492.159301,1578165134.789927,-1669934897.6888354,-4602610589.268689,2.7561616896794194,0.8357229278625397,-0.08630087248286245,6.3,7.1,0.8
WDAY.OQ,33208788821.788002,3828123238.635161,13929894410.894001,17134810244.086485,-16073978577.701517,-0.9380890916634995,1.2680196835367168,0.06221501562912672,6.95,7.6,0.65
SNOW.N,15428877165.496208,814101865.773323,7615017082.748104,-5344983835.505907,-20773861001.002113,3.88660876072338,0.19946292406416677,-0.047060219034214604,6.75,7.55,0.8
SAIL.OQ,9692368335.189583,80275671.54446527,1602140667.594792,1547118579.0952384,-8145249756.094344,-5.264786982816612,1.398761604795868,0.013386310618977127,7.85,8.45,0.6
